ID,site number,site location,cluster name,site acronym,date,month,sample type,TOC (mg/L),DOC (mg/L),UVA (cm-1),suva (L/mg-m),Field1,peak int,peak int WL,int at 450,int at 460,int at 500,FI (450/500),docm comments
10699,GR OUT,Greenway WTP Outlet,srp,Green Out,3/5/2018,3/5/2018,,,,,,,,,,,,,
10700,GL IN,Glendale WTP Inlet,,Glen In,3/5/2018,3/5/2018,,,,,,,,,,,,,
10701,GL OUT,Glendale WTP Outlet,,Glen Out,3/5/2018,3/5/2018,,,,,,,,,,,,,
10702,AN IN,Anthem WTP inlet,,anthem,3/5/2018,3/5/2018,,,3.086,0.045,1.458198315,,,,,,,,
10703,AN OUT,Anthem WTP outlet,,anthem,3/5/2018,3/5/2018,,,2.461,0.044,1.787891101,,,,,,,,
10704,R14,AZ Canal - Inlet to 24th St WTP,srp,az canal @ 24th St,3/5/2018,3/5/2018,,,1.1,0.025,2.272727273,,,,,,,,
10705,R15,24th St WTP treated water,srp,24th St -treated,3/5/2018,3/5/2018,,,0.8501,0.011,1.293965416,,,,,,,,
10706,CH IN,Chandler WTP inlet,,chandler,3/5/2018,3/5/2018,,,,,,,,,,,,,
10707,CH OUT,Chandler WTP outlet,,chandler,3/5/2018,3/5/2018,,,,,,,,,,,,,
10708,R3,Waddell Canal,cap,waddell canal,3/5/2018,3/5/2018,,,2.492,0.045,1.805778491,,,,,,,,
10709,AN IN,Anthem WTP inlet,,anthem,3/5/2018,3/5/2018,,,3.086,0.045,1.458198315,,,,,,,,
10710,UH IN,Union Hills Inlet,cap,Union Hills Inlet,3/5/2018,3/5/2018,,,2.393,0.044,1.838696197,,,,,,,,
10711,SGPS,Salt Gila,,Salt Gila,3/5/2018,3/5/2018,,,,,,,,,,,,,
10712,MTO,Mesa Turnout,,Mesa Turnout,3/5/2018,3/5/2018,,,,,,,,,,,,,
10713,R11,CAP Canal at Cross-connect,cap,cap @ x con,3/5/2018,3/5/2018,,,2.594,0.046,1.773323053,,,,,,,,
10714,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,3/5/2018,3/5/2018,,,3.009,0.064,2.126952476,,,,,,,,
10715,R25,verde river at beeline highway,verde,verde @ beeline,3/5/2018,3/5/2018,,,3.931,0.071,1.806156194,,,,,,,,
10716,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,3/5/2018,3/5/2018,,,2.524,0.044,1.743264659,,,,,,,,
10717,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,3/5/2018,3/5/2018,,,2.606,0.056,2.148887183,,,,,,,,
10718,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,3/5/2018,3/5/2018,,,2.756,0.058,2.104499274,,,,,,,,
10719,PIMA,AZ Canal at Pima Rd.,srp,az canal @ pima,3/5/2018,3/5/2018,,,2.667,0.056,2.099737533,,,,,,,,
10720,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,3/5/2018,3/5/2018,,,2.608,0.055,2.108895706,,,,,,,,
10721,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,3/5/2018,3/5/2018,,,2.681,0.055,2.051473331,,,,,,,,
10722,GL IN,Glendale WTP Inlet,,Glen In,3/5/2018,3/5/2018,,,,,,,,,,,,,
10723,GR IN,Greenway WTP Inlet,srp,Green In,3/5/2018,3/5/2018,,,,,,,,,,,,,
10724,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,3/5/2018,3/5/2018,,,2.649,0.065,2.453756134,,,,,,,,
10725,HTC,Head of the Tempe Canal,tempe,head of tempe canal,3/5/2018,3/5/2018,,,1.569,0.037,2.35818993,,,,,,,,
10726,SPT IN,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,3/5/2018,3/5/2018,,,1.024,0.024,2.34375,,,,,,,,
10727,HOC,Head of the Consolidated Canal,az canal,,3/5/2018,3/5/2018,,,1.627,0.037,2.274124155,,,,,,,,
10728,MOC,Middle of the Consolidated canal,az canal,,3/5/2018,3/5/2018,,,1.146,0.026,2.268760908,,,,,,,,
10729,CH IN,Chandler WTP inlet,,chandler,3/5/2018,3/5/2018,,,1.1,0.025,2.272727273,,,,,,,,
10730,HAV,Havasu lake Sample,,Havasu,4/2/2018,4/2/2018,,,2.799,0.047,1.679171133,,,,,,,,
10731,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,4/2/2018,4/2/2018,,,3.327,0.05,1.502855425,,,,,,,,
10732,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,4/2/2018,4/2/2018,,,3.646,0.049,1.343938563,,,,,,,,
10733,R20,Verde River at Tangle,verde,verde abv horseshoe,4/2/2018,4/2/2018,,,1.174,0.021,1.788756388,,,,,,,,
10734,R25,verde river at beeline highway,verde,verde @ beeline,4/2/2018,4/2/2018,,,2.375,0.046,1.936842105,,,,,,,,
10735,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,4/2/2018,4/2/2018,,,,,,,,,,,,,
10736,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,4/2/2018,4/2/2018,,,,,,,,,,,,,
10737,R9A,Saguaro Lake near inlet,salt,saguaro-epi,4/2/2018,4/2/2018,,,,,,,,,,,,,
10738,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,4/2/2018,4/2/2018,,,,,,,,,,,,,
10739,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,4/2/2018,4/2/2018,,,,,,,,,,,,,
10740,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,4/2/2018,4/2/2018,,,3.95,0.074,1.873417722,,,,,,,,
10741,SRNR,Salt River near Roosevelt,salt,SRNR,4/2/2018,4/2/2018,,,1.899,0.051,2.685624013,,,,,,,,
10742,UH IN,Union Hills Inlet,cap,Union Hills Inlet,4/2/2018,4/2/2018,,,3.225,0.057,1.76744186,,,,,,,,
10743,UH OUT,Union Hills Treated Water,cap,Union Hills Outlet,4/2/2018,4/2/2018,,,3.051,0.033,1.081612586,,,,,,,,
10744,NP IN,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,4/2/2018,4/2/2018,,,3.953,0.078,1.973184923,,,,,,,,
10745,NP OUT,Tempe's North Plant treated water,tempe,north plant outlet,4/2/2018,4/2/2018,,,2.914,0.043,1.475634866,,,,,,,,
10746,SPT IN,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,4/2/2018,4/2/2018,,,2.402,0.053,2.206494588,,,,,,,,
10747,SPT OUT,Tempe's South Plant treated water,tempe,STP Out,4/2/2018,4/2/2018,,,2.388,0.03,1.256281407,,,,,,,,
10748,GR IN,Greenway WTP Inlet,srp,Green In,4/2/2018,4/2/2018,,,3.523,0.063,1.788248652,,,,,,,,
10749,GR OUT,Greenway WTP Outlet,srp,Green Out,4/2/2018,4/2/2018,,,2.652,0.023,0.867269985,,,,,,,,
10750,GL IN,Glendale WTP Inlet,,Glen In,4/2/2018,4/2/2018,,,3.771,0.073,1.935826041,,,,,,,,
10751,GL OUT,Glendale WTP Outlet,,Glen Out,4/2/2018,4/2/2018,,,2.611,0.024,0.919188051,,,,,,,,
10752,AN IN,Anthem WTP inlet,,anthem,4/2/2018,4/2/2018,,,3.452,0.068,1.969872538,,,,,,,,
10753,AN OUT,Anthem WTP outlet,,anthem,4/2/2018,4/2/2018,,,,,,,,,,,,,
10754,R14,AZ Canal - Inlet to 24th St WTP,srp,az canal @ 24th St,4/2/2018,4/2/2018,,,3.988,0.072,1.805416249,,,,,,,,
10755,R15,24th St WTP treated water,srp,24th St -treated,4/2/2018,4/2/2018,,,2.443,0.027,1.105198526,,,,,,,,
10756,CH IN,Chandler WTP inlet,,chandler,4/2/2018,4/2/2018,,,2.301,0.043,1.868752716,,,,,,,,
10757,CH OUT,Chandler WTP outlet,,chandler,4/2/2018,4/2/2018,,,2.344,0.03,1.279863481,,,,,,,,
10758,R3,Waddell Canal,cap,waddell canal,4/2/2018,4/2/2018,,,3.067,0.053,1.728073036,,,,,,,,
10759,AN IN,Anthem WTP inlet,,anthem,4/2/2018,4/2/2018,,,3.452,0.068,1.969872538,,,,,,,,
10760,UH IN,Union Hills Inlet,cap,Union Hills Inlet,4/2/2018,4/2/2018,,,3.225,0.057,1.76744186,,,,,,,,
10761,SGPS,Salt Gila,,Salt Gila,4/2/2018,4/2/2018,,,2.969,0.046,1.549343213,,,,,,,,
10762,MTO,Mesa Turnout,,Mesa Turnout,4/2/2018,4/2/2018,,,2.873,0.046,1.601113818,,,,,,,,
10763,R11,CAP Canal at Cross-connect,cap,cap @ x con,4/2/2018,4/2/2018,,,,,,,,,,,,,
10764,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,4/2/2018,4/2/2018,,,3.95,0.074,1.873417722,,,,,,,,
10765,R25,verde river at beeline highway,verde,verde @ beeline,4/2/2018,4/2/2018,,,2.375,0.046,1.936842105,,,,,,,,
10766,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,4/2/2018,4/2/2018,,,3.921,0.07,1.785258863,,,,,,,,
10767,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,4/2/2018,4/2/2018,,,4.061,0.073,1.797586801,,,,,,,,
10768,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,4/2/2018,4/2/2018,,,4.135,0.072,1.741233374,,,,,,,,
10769,PIMA,AZ Canal at Pima Rd.,srp,az canal @ pima,4/2/2018,4/2/2018,,,3.962,0.084,2.120141343,,,,,,,,
10770,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,4/2/2018,4/2/2018,,,4.009,0.072,1.795959092,,,,,,,,
10771,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,4/2/2018,4/2/2018,,,3.856,0.07,1.815352697,,,,,,,,
10772,GL IN,Glendale WTP Inlet,,Glen In,4/2/2018,4/2/2018,,,3.771,0.073,1.935826041,,,,,,,,
10773,GR IN,Greenway WTP Inlet,srp,Green In,4/2/2018,4/2/2018,,,3.523,0.063,1.788248652,,,,,,,,
10774,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,4/2/2018,4/2/2018,,,4.317,0.07,1.62149641,,,,,,,,
10775,HTC,Head of the Tempe Canal,tempe,head of tempe canal,4/2/2018,4/2/2018,,,2.446,0.045,1.839738348,,,,,,,,
10776,SPT IN,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,4/2/2018,4/2/2018,,,2.402,0.053,2.206494588,,,,,,,,
10777,HOC,Head of the Consolidated Canal,az canal,,4/2/2018,4/2/2018,,,2.4,0.047,1.958333333,,,,,,,,
10778,MOC,Middle of the Consolidated canal,az canal,,4/2/2018,4/2/2018,,,2.61,0.057,2.183908046,,,,,,,,
10779,CH IN,Chandler WTP inlet,,chandler,4/2/2018,4/2/2018,,,2.301,0.043,1.868752716,,,,,,,,
10780,HAV,Havasu lake Sample,,Havasu,5/7/2018,5/7/2018,,,3.521,0.05,1.420051122,,,,,,,,
10781,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,5/7/2018,5/7/2018,,,3.893,0.053,1.36141793,,,,,,,,
10782,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,5/7/2018,5/7/2018,,,4.671,0.054,1.156069364,,,,,,,,
10783,R20,Verde River at Tangle,verde,verde abv horseshoe,5/7/2018,5/7/2018,,,2.099,0.032,1.524535493,,,,,,,,
10784,R25,verde river at beeline highway,verde,verde @ beeline,5/7/2018,5/7/2018,,,2.371,0.048,2.024462252,,,,,,,,
10785,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,5/7/2018,5/7/2018,,,4.671,0.061,1.305930208,,,,,,,,
10786,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,5/7/2018,5/7/2018,,,4.066,0.071,1.7461879,,,,,,,,
10787,R9A,Saguaro Lake near inlet,salt,saguaro-epi,5/7/2018,5/7/2018,,,6.103,0.083,1.359986892,,,,,,,,
10788,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,5/7/2018,5/7/2018,,,5.704,0.083,1.455119215,,,,,,,,
10789,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,5/7/2018,5/7/2018,,,5.346,0.083,1.552562664,,,,,,,,
10790,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,5/7/2018,5/7/2018,,,4.068,0.076,1.868239921,,,,,,,,
10791,SRNR,Salt River near Roosevelt,salt,SRNR,5/7/2018,5/7/2018,,,,,,,,,,,,,
10792,UH IN,Union Hills Inlet,cap,Union Hills Inlet,5/7/2018,5/7/2018,,,2.675,0.043,1.607476636,,,,,,,,
10793,UH OUT,Union Hills Treated Water,cap,Union Hills Outlet,5/7/2018,5/7/2018,,,2.207,0.02,0.906207522,,,,,,,,
10794,NP IN,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,5/7/2018,5/7/2018,,,3.797,0.07,1.843560706,,,,,,,,
10795,NP OUT,Tempe's North Plant treated water,tempe,north plant outlet,5/7/2018,5/7/2018,,,2.921,0.026,0.890106128,,,,,,,,
10796,SPT IN,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,5/7/2018,5/7/2018,,,1.234,0.016,1.296596434,,,,,,,,
10797,SPT OUT,Tempe's South Plant treated water,tempe,STP Out,5/7/2018,5/7/2018,,,1.32,0.012,0.909090909,,,,,,,,
10798,GR IN,Greenway WTP Inlet,srp,Green In,5/7/2018,5/7/2018,,,3.662,0.065,1.774986346,,,,,,,,
10799,GR OUT,Greenway WTP Outlet,srp,Green Out,5/7/2018,5/7/2018,,,2.191,0.022,1.004107713,,,,,,,,
10800,GL IN,Glendale WTP Inlet,,Glen In,5/7/2018,5/7/2018,,,3.927,0.069,1.757066463,,,,,,,,
10801,GL OUT,Glendale WTP Outlet,,Glen Out,5/7/2018,5/7/2018,,,2.975,0.026,0.87394958,,,,,,,,
10802,AN IN,Anthem WTP inlet,,anthem,5/7/2018,5/7/2018,,,2.69,0.041,1.524163569,,,,,,,,
10803,AN OUT,Anthem WTP outlet,,anthem,5/7/2018,5/7/2018,,,2.861,0.043,1.502970989,,,,,,,,
10804,R14,AZ Canal - Inlet to 24th St WTP,srp,az canal @ 24th St,5/7/2018,5/7/2018,,,3.741,0.067,1.790964983,,,,,,,,
10805,R15,24th St WTP treated water,srp,24th St -treated,5/7/2018,5/7/2018,,,2.459,0.022,0.894672631,,,,,,,,
10806,CH IN,Chandler WTP inlet,,chandler,5/7/2018,5/7/2018,,,1.682,0.025,1.486325803,,,,,,,,
10807,CH OUT,Chandler WTP outlet,,chandler,5/7/2018,5/7/2018,,,1.884,0.016,0.8492569,,,,,,,,
10808,R3,Waddell Canal,cap,waddell canal,5/7/2018,5/7/2018,,,3.024,0.046,1.521164021,,,,,,,,
10809,AN IN,Anthem WTP inlet,,anthem,5/7/2018,5/7/2018,,,2.69,0.041,1.524163569,,,,,,,,
10810,UH IN,Union Hills Inlet,cap,Union Hills Inlet,5/7/2018,5/7/2018,,,2.675,0.043,1.607476636,,,,,,,,
10811,SGPS,Salt Gila,,Salt Gila,5/7/2018,5/7/2018,,,3.724,0.05,1.34264232,,,,,,,,
10812,MTO,Mesa Turnout,,Mesa Turnout,5/7/2018,5/7/2018,,,3.481,0.049,1.407641482,,,,,,,,
10813,R11,CAP Canal at Cross-connect,cap,cap @ x con,5/7/2018,5/7/2018,,,2.948,0.049,1.662143826,,,,,,,,
10814,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,5/7/2018,5/7/2018,,,4.068,0.076,1.868239921,,,,,,,,
10815,R25,verde river at beeline highway,verde,verde @ beeline,5/7/2018,5/7/2018,,,2.371,0.048,2.024462252,,,,,,,,
10816,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,5/7/2018,5/7/2018,,,3.124,0.048,1.536491677,,,,,,,,
10817,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,5/7/2018,5/7/2018,,,3.542,0.062,1.75042349,,,,,,,,
10818,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,5/7/2018,5/7/2018,,,3.741,0.067,1.790964983,,,,,,,,
10819,PIMA,AZ Canal at Pima Rd.,srp,az canal @ pima,5/7/2018,5/7/2018,,,3.673,0.067,1.824121971,,,,,,,,
10820,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,5/7/2018,5/7/2018,,,3.766,0.065,1.725969198,,,,,,,,
10821,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,5/7/2018,5/7/2018,,,3.6,0.066,1.833333333,,,,,,,,
10822,GL IN,Glendale WTP Inlet,,Glen In,5/7/2018,5/7/2018,,,3.927,0.069,1.757066463,,,,,,,,
10823,GR IN,Greenway WTP Inlet,srp,Green In,5/7/2018,5/7/2018,,,3.662,0.065,1.774986346,,,,,,,,
10824,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,5/7/2018,5/7/2018,,,3.862,0.073,1.890212325,,,,,,,,
10825,HTC,Head of the Tempe Canal,tempe,head of tempe canal,5/7/2018,5/7/2018,,,1.949,0.029,1.487942535,,,,,,,,
10826,SPT IN,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,5/7/2018,5/7/2018,,,1.234,0.016,1.296596434,,,,,,,,
10827,HOC,Head of the Consolidated Canal,az canal,,5/7/2018,5/7/2018,,,1.794,0.027,1.505016722,,,,,,,,
10828,MOC,Middle of the Consolidated canal,az canal,,5/7/2018,5/7/2018,,,1.78,0.028,1.573033708,,,,,,,,
10829,CH IN,Chandler WTP inlet,,chandler,5/7/2018,5/7/2018,,,1.682,0.025,1.486325803,,,,,,,,
10830,HAV,Havasu lake Sample,,Havasu,6/4/2018,6/4/2018,,,2.481,0.05,2.015316405,,,,,,,,
10831,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,6/4/2018,6/4/2018,,,2.852,0.052,1.823281907,,,,,,,,
10832,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,6/4/2018,6/4/2018,,,3.445,0.049,1.422351234,,,,,,,,
10833,R20,Verde River at Tangle,verde,verde abv horseshoe,6/4/2018,6/4/2018,,,,,,,,,,,,,
10834,R25,verde river at beeline highway,verde,verde @ beeline,6/4/2018,6/4/2018,,,3.226,0.05,1.549907006,,,,,,,,
10835,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,6/4/2018,6/4/2018,,,,,,,,,,,,,
10836,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,6/4/2018,6/4/2018,,,,,,,,,,,,,
10837,R9A,Saguaro Lake near inlet,salt,saguaro-epi,6/4/2018,6/4/2018,,,,,,,,,,,,,
10838,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,6/4/2018,6/4/2018,,,,,,,,,,,,,
10839,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,6/4/2018,6/4/2018,,,,,,,,,,,,,
10840,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,6/4/2018,6/4/2018,,,4.88,0.071,1.454918033,,,,,,,,
10841,SRNR,Salt River near Roosevelt,salt,SRNR,6/4/2018,6/4/2018,,,2.018,0.074,3.666997027,,,,,,,,
10842,UH IN,Union Hills Inlet,cap,Union Hills Inlet,6/4/2018,6/4/2018,,,3.907,0.053,1.356539544,,,,,,,,
10843,UH OUT,Union Hills Treated Water,cap,Union Hills Outlet,6/4/2018,6/4/2018,,,2.935,0.032,1.090289608,,,,,,,,
10844,NP IN,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,6/4/2018,6/4/2018,,,5.306,0.077,1.451187335,,,,,,,,
10845,NP OUT,Tempe's North Plant treated water,tempe,north plant outlet,6/4/2018,6/4/2018,,,4.033,0.039,0.967022068,,,,,,,,
10846,SPT IN,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,6/4/2018,6/4/2018,,,3.827,0.055,1.437157042,,,,,,,,
10847,SPT OUT,Tempe's South Plant treated water,tempe,STP Out,6/4/2018,6/4/2018,,,3.573,0.039,1.091519731,,,,,,,,
10848,GR IN,Greenway WTP Inlet,srp,Green In,6/4/2018,6/4/2018,,,4.55,0.07,1.538461538,,,,,,,,
10849,GR OUT,Greenway WTP Outlet,srp,Green Out,6/4/2018,6/4/2018,,,3.271,0.033,1.00886579,,,,,,,,
10850,GL IN,Glendale WTP Inlet,,Glen In,6/4/2018,6/4/2018,,,4.615,0.071,1.538461538,,,,,,,,
10851,GL OUT,Glendale WTP Outlet,,Glen Out,6/4/2018,6/4/2018,,,3.319,0.039,1.175052727,,,,,,,,
10852,AN IN,Anthem WTP inlet,,anthem,6/4/2018,6/4/2018,,,3.749,0.053,1.413710323,,,,,,,,
10853,AN OUT,Anthem WTP outlet,,anthem,6/4/2018,6/4/2018,,,4.096,0.055,1.342773438,,,,,,,,
10854,R14,AZ Canal - Inlet to 24th St WTP,srp,az canal @ 24th St,6/4/2018,6/4/2018,,,4.917,0.075,1.525320317,,,,,,,,
10855,R15,24th St WTP treated water,srp,24th St -treated,6/4/2018,6/4/2018,,,3.487,0.045,1.2905076,,,,,,,,
10856,CH IN,Chandler WTP inlet,,chandler,6/4/2018,6/4/2018,,,4.262,0.065,1.525105584,,,,,,,,
10857,CH OUT,Chandler WTP outlet,,chandler,6/4/2018,6/4/2018,,,3.789,0.038,1.002903141,,,,,,,,
10858,R3,Waddell Canal,cap,waddell canal,6/4/2018,6/4/2018,,,3.959,0.075,1.894417782,,,,,,,,
10859,AN IN,Anthem WTP inlet,,anthem,6/4/2018,6/4/2018,,,3.749,0.053,1.413710323,,,,,,,,
10860,UH IN,Union Hills Inlet,cap,Union Hills Inlet,6/4/2018,6/4/2018,,,3.907,0.053,1.356539544,,,,,,,,
10861,SGPS,Salt Gila,,Salt Gila,6/4/2018,6/4/2018,,,2.784,0.05,1.795977011,,,,,,,,
10862,MTO,Mesa Turnout,,Mesa Turnout,6/4/2018,6/4/2018,,,2.742,0.053,1.932895697,,,,,,,,
10863,R11,CAP Canal at Cross-connect,cap,cap @ x con,6/4/2018,6/4/2018,,,3.728,0.049,1.314377682,,,,,,,,
10864,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,6/4/2018,6/4/2018,,,4.88,0.071,1.454918033,,,,,,,,
10865,R25,verde river at beeline highway,verde,verde @ beeline,6/4/2018,6/4/2018,,,3.226,0.05,1.549907006,,,,,,,,
10866,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,6/4/2018,6/4/2018,,,3.664,0.051,1.391921397,,,,,,,,
10867,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,6/4/2018,6/4/2018,,,4.301,0.067,1.557777261,,,,,,,,
10868,HWY 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,6/4/2018,6/4/2018,,,4.894,0.074,1.512055578,,,,,,,,
10869,PIMA,AZ Canal at Pima Rd.,srp,az canal @ pima,6/4/2018,6/4/2018,,,4.474,0.07,1.56459544,,,,,,,,
10870,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,6/4/2018,6/4/2018,,,4.916,0.077,1.566314076,,,,,,,,
10871,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,6/4/2018,6/4/2018,,,4.796,0.074,1.54295246,,,,,,,,
10872,GL IN,Glendale WTP Inlet,,Glen In,6/4/2018,6/4/2018,,,4.615,0.071,1.538461538,,,,,,,,
10873,GR IN,Greenway WTP Inlet,srp,Green In,6/4/2018,6/4/2018,,,4.55,0.07,1.538461538,,,,,,,,
10874,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,6/4/2018,6/4/2018,,,4.605,0.071,1.541802389,,,,,,,,
10875,HTC,Head of the Tempe Canal,tempe,head of tempe canal,6/4/2018,6/4/2018,,,4.217,0.061,1.446525966,,,,,,,,
10876,SPT IN,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,6/4/2018,6/4/2018,,,3.827,0.055,1.437157042,,,,,,,,
10877,HOC,Head of the Consolidated Canal,az canal,,6/4/2018,6/4/2018,,,4.189,0.059,1.408450704,,,,,,,,
10878,MOC,Middle of the Consolidated canal,az canal,,6/4/2018,6/4/2018,,,3.668,0.051,1.39040349,,,,,,,,
10879,CH IN,Chandler WTP inlet,,chandler,6/4/2018,6/4/2018,,,4.262,0.065,1.525105584,,,,,,,,
10568,HAV,Havasu lake Sample,,Havasu,7/10/2018,7/10/2018,,,,,,,,,,,,,
10569,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,7/10/2018,7/10/2018,,,0.4153,,,,,,,,,,
10570,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,7/10/2018,7/10/2018,,,0.2397,,,,,,,,,,
10571,R20,Verde River at Tangle,verde,verde abv horseshoe,7/10/2018,7/10/2018,,,,,,,,,,,,,
10572,R25,verde river at beeline highway,verde,verde @ beeline,7/10/2018,7/10/2018,,,0.3121,,,,,,,,,,
10573,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,7/10/2018,7/10/2018,,,,,,,,,,,,,
10574,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,7/10/2018,7/10/2018,,,,,,,,,,,,,
10575,R9A,Saguaro Lake near inlet,salt,saguaro-epi,7/10/2018,7/10/2018,,,,,,,,,,,,,
10576,R9A-DUP,Saguaro Lake near inlet,salt,saguaro-epi dup,7/10/2018,7/10/2018,,,,,,,,,,,,,
10577,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,7/10/2018,7/10/2018,,,,,,,,,,,,,
10578,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,7/10/2018,7/10/2018,,,0.3729,,,,,,,,,,
10579,SRNR,Salt River Near Roosevelt Inlet,salt,SRNR,7/10/2018,7/10/2018,,,0.2267,,,,,,,,,,
10580,UH IN,Union Hills Inlet,cap,Union Hills Inlet,7/10/2018,7/10/2018,,,0.3755,,,,,,,,,,
10581,UH OUT,Union Hills Treated Water,cap,Union Hills Outlet,7/10/2018,7/10/2018,,,0.2792,,,,,,,,,,
10582,NP IN,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,7/10/2018,7/10/2018,,,0.3023,,,,,,,,,,
10583,NP OUT,Tempe's North Plant treated water,tempe,north plant outlet,7/10/2018,7/10/2018,,,0.1911,,,,,,,,,,
10584,SPT IN,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,7/10/2018,7/10/2018,,,0.7928,,,,,,,,,,
10585,SPT OUT,Tempe's South Plant treated water,tempe,STP Out,7/10/2018,7/10/2018,,,0.5471,,,,,,,,,,
10586,GR IN,Greenway WTP Inlet,srp,Green In,7/10/2018,7/10/2018,,,0.8861,,,,,,,,,,
10587,GR OUT,Greenway WTP Outlet,srp,Green Out,7/10/2018,7/10/2018,,,0.6879,,,,,,,,,,
10588,GL IN,Glendale WTP Inlet,,Glen In,7/10/2018,7/10/2018,,,0.3699,,,,,,,,,,
10589,GL OUT,Glendale WTP Outlet,,Glen Out,7/10/2018,7/10/2018,,,0.2925,,,,,,,,,,
10590,AN IN,Anthem WTP inlet,,anthem,7/10/2018,7/10/2018,,,0.4314,,,,,,,,,,
10591,AN OUT,Anthem WTP outlet,,anthem,7/10/2018,7/10/2018,,,0.3662,,,,,,,,,,
10592,R14,24th St. WTP Inlet,srp,24th In,7/10/2018,7/10/2018,,,0.3265,,,,,,,,,,
10593,R15,24th St. WTP Outlet,srp,24th Out,7/10/2018,7/10/2018,,,0.2279,,,,,,,,,,
10594,CH IN,Chandler WTP inlet,,chandler,7/10/2018,7/10/2018,,,1.185,,,,,,,,,,
10595,CH OUT,Chandler WTP outlet,,chandler,7/10/2018,7/10/2018,,,0.543,,,,,,,,,,
10596,R3,Waddell Canal,cap,waddell canal,7/10/2018,7/10/2018,,,0.4034,,,,,,,,,,
